BOARD,NAME,ADDRESS_AB,POSTAL_COD,CITY,PROVINCE,PHONE_NO,FAX_NO,EMAIL,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,GLOBAL_ID,POINT,Ward Boundaries 2 2,City Quadrants 2 2,Calgary Communities 2 2,Ward Boundaries 2013-2017 2 2,CALGIS CENSUS COMMUNITY DIST 2015 Shape File 2 2
The Calgary School Division,John G. Diefenbaker High School,6620  4 St NW,T2K1C2,Calgary,AB,(403) 274-2240,,johngdiefenbaker@cbe.ab.ca,Senior High,N,N,N,N,Y,{65C81BE1-48C2-478B-998E-8AD5AF934678},POINT (-114.0701312 51.1127974),2,2,261,4,158
The Calgary Roman Catholic Separate School Division,St. Sebastian Elementary School,65 Chaparal Drive SE,T2X0E6,Calgary,AB,(403) 500-2116,,stsebastian@cssd.ab.ca,Elementary,N,N,Y,N,N,{B2DA0092-DC32-44AB-ADD9-EF7CB8AE4728},POINT (-114.0291292 50.8848415),6,3,130,13,218
Calgary Girls' School Society,Calgary Girls Charter School - Bel Aire Campus,6304 Larkspur Way SW,T2V2C4,Calgary,AB,(403) 220-0745,,office@calgarygirlsschool.com,Elementary,N,N,Y,N,N,{AF006B87-E448-4E2C-B18A-FBC765BF0300},POINT (-114.0850989 50.9984089),8,1,285,5,26
The Calgary School Division,Connaught School,1121  12 Ave SW,T2R0J8,Calgary,AB,(403) 777-8560,,connaught@cbe.ab.ca,Elementary,N,N,Y,N,N,{91A5CE10-DD9E-430B-860F-8CF5744A9EDA},POINT (-114.0877162 51.0415327),14,1,260,2,130
The Calgary Roman Catholic Separate School Division,St. John XXIII School,1420 Falconridge Drive N.E.,T3J2C3,Calgary,AB,(403) 500-2080,,stjohn23@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{80BE410E-4CB9-4708-9B62-93792DD683F2},POINT (-113.9389781 51.101405),9,4,56,1,278
The Calgary Roman Catholic Separate School Division,Our Lady of Lourdes,1916 2nd Street SW,T2S1S3,Calgary,AB,(403) 500-2002,,ourladyoflourdes@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6270FB48-1EAA-44E3-ACE3-C19F3FAB371D},POINT (-114.0681603 51.0356731),14,1,297,5,90
Asasa Learning,Little Angels,599 Northmount Dr NW,T2K3J6,Calgary,AB,(403) 285-9277,,,Unknown,N,N,N,N,N,{61D7F15A-E5FA-41B3-A320-0BDC2C427CE2},POINT (-114.0880221 51.0871733),7,2,276,4,66
The Calgary School Division,Ian Bazalgette School,3909  26 Ave SE,T2B0C6,Calgary,AB,(403) 777-7360,,ianbazalgette@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{421E5135-1EB5-4DCC-A173-DB63FD094AB4},POINT (-113.977669 51.02983),10,3,196,11,1
The Calgary Roman Catholic Separate School Division,St. Jerome Elementary School,11616 Panorama Hills Blvd NW,T3K5S3,Calgary,AB,(403) 500-2115,,stjerome@cssd.ab.ca,Elementary,N,N,Y,N,N,{ABFCB207-680E-4DDF-B93B-483AAA644600},POINT (-114.0792827 51.1577112),11,2,235,12,95
Renfrew Educational Services Society,Renfrew Educational Services - Park Place Centre,2050 - 21 Street N.E.,T2E6S5,Calgary,AB,(403) 291-5038,,renfrew@renfreweducation.org,Unknown,N,N,N,N,N,{8FA71EC8-383C-4ECA-8D01-B7FD64A595DC},POINT (-114.0082917 51.069617),9,4,106,3,228
The Calgary School Division,Wood's Homes School,805 37 ST NW,T3B2B2,Calgary,AB,(403) 270-1751,,woodshomes@cbe.ab.ca,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{528438A8-C710-4813-87AA-DB9B6FA4320D},POINT (-114.2242283 51.0960981),13,2,149,9,77
The Palliser School Division,Menno Simons Christian School,7000 Elkton Drive S.W.,T3H4Y7,Calgary,AB,(403) 531-0745,,office@mennosimons.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6159CC64-6CCA-4697-9F35-860219FCF064},POINT (-114.188501 51.0242003),1,1,289,14,22
The Calgary Chinese Public School Society,Calgary Chinese Private School,126 2nd Avenue S.W,T2P0B9,Calgary,AB,(403) 264-2233,,ccps@shaw.ca,Senior High,N,N,N,N,Y,{1A20E81E-E6EF-4D81-8A91-791C13A7B755},POINT (-114.0642879 51.0516146),7,1,21,7,236
The Calgary School Division,Marshall Springs School,1100 Everridge Dr SW,T2Y4X5,Calgary,AB,(403) 817-3528,,marshallsprings@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{6A2F4B66-4423-45DE-BB27-C549DECED924},POINT (-114.1123004 50.9114448),5,1,39,6,257
The Calgary School Division,Colonel Macleod School,1610  6 St NE,T2E3Y9,Calgary,AB,(403) 777-7500,,colonelmacleod@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{538DC87F-77A1-4B7F-8CAE-0431798CF3FD},POINT (-114.0476454 51.0661828),10,4,171,11,78
Alberta Classical Academy Ltd.,Calgary Classical Academy,231 6 St NE,T2E3Y1,Calgary,AB,(587) 885-3688,,info@calgaryclassicalacademy.ca,Elementary,N,N,Y,N,N,{028407C8-3BA2-4D97-B90B-0503277FA04B},POINT (-114.0488198 51.0544219),10,4,137,11,240
Lady Fatima Academy,Lady Fatima Academy,Suite 310 1001 1 St SE,T2G5G3,Calgary,AB,(587) 437-0083,,info@ladyfatimaacademy.ca,Elementary,N,N,Y,N,N,{2981B94B-102A-467B-88F3-D7420E9EB68D},POINT (-114.0612408 51.043006),14,3,260,5,130
The Calgary School Division,Woodlands School,88 Woodgreen Dr SW,T2W4W9,Calgary,AB,(403) 777-8640,,woodlands@cbe.ab.ca,Elementary,N,N,Y,N,N,{9A96C567-9A4A-4BD6-B572-F7B33F625AC0},POINT (-114.1069696 50.9389352),5,1,216,6,142
The Calgary School Division,Ranchlands School,610 Ranchlands Blvd NW,T3G2C5,Calgary,AB,(403) 777-6350,,ranchlands@cbe.ab.ca,Elementary,N,N,Y,N,N,{0D93DB33-333B-42D2-B345-0F504D581B97},POINT (-114.1792097 51.1187048),3,2,245,10,174
The Calgary Roman Catholic Separate School Division,St. Margaret School,3320 Carol Drive N.W.,T2L0K7,Calgary,AB,(403) 500-2025,,saint.margaret@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{837E2DAD-A687-4A5D-A940-88D9DA6D0B45},POINT (-114.0976374 51.0821353),7,2,214,4,108
The Calgary Roman Catholic Separate School Division,St. Luke Bilingual Elementary School,"1232 Northmount Dr., N.W.",T2L0E1,Calgary,AB,(403) 500-2039,,stluke@cssd.ab.ca,Elementary,N,N,Y,N,N,{7F27E18E-6404-4CB5-9986-B57DD9403F04},POINT (-114.1226868 51.0908267),7,2,50,4,280
The Palliser School Division,Calgary Christian School,2839 - 49 Street S.W.,T3E3X9,Calgary,AB,(403) 242-2896,,ccesoffice@pallisersd.ab.ca,Elementary,N,N,Y,N,N,{B2134F68-0680-48F7-ABBE-150075787561},POINT (-114.1589506 51.0274677),1,1,298,14,33
The Calgary School Division,Eric Harvie School,357 Tuscany Dr NW,T3L3C9,Calgary,AB,(403) 817-3532,,ericharvie@cbe.ab.ca,Elementary,N,N,Y,N,N,{08E862AC-E859-4413-B60D-618CB1D106A5},POINT (-114.2511111 51.1280419),13,2,158,9,107
The Calgary School Division,Belfast School,1229  17A St NE,T2E4V4,Calgary,AB,(403) 777-6250,,belfast@cbe.ab.ca,Elementary,N,N,Y,N,N,{3D24EA9B-59DC-4319-9A99-45EF45EC3268},POINT (-114.0183083 51.063375),12,4,140,3,249
The Calgary School Division,Terrace Road School,2103  46 St NW,T3B1B3,Calgary,AB,(403) 777-6080,,terraceroad@cbe.ab.ca,Elementary,N,N,Y,N,N,{433CB344-D200-437A-81B3-1FAF357F8F98},POINT (-114.1579317 51.0745019),13,2,24,7,239
The Calgary School Division,Acadia School,9603  5 St SE,T2J1K4,Calgary,AB,(403) 777-8440,,,Elementary,N,N,Y,N,N,{5F3E56D0-351C-4FC5-8E9F-3579F73D12F9},POINT (-114.0539269 50.9676106),10,3,174,5,81
The Calgary School Division,CLS Lord Beaverbrook Writing Centre,9019 Fairmount Dr.  S.E.,T2H0Z4,Calgary,AB,(403) 259-5585,,chinooklearning@cbe.ab.ca,Unknown,N,N,N,N,N,{D3C0E233-0B0D-45E8-8180-2C7675C62216},POINT (-114.0616396 50.9730998),10,3,174,5,81
The Calgary School Division,Robert Warren School,12424 Elbow Dr SW,T2W1H2,Calgary,AB,(403) 777-7690,,robertwarren@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{77EE6C5F-508F-4CD1-A11B-59F261DEBD10},POINT (-114.0848171 50.9425217),5,1,283,6,24
The Calgary School Division,Dr. Martha Cohen School,116 Brightondale Pk SE,T2Z0V1,Calgary,AB,(403) 817-3548,,drmarthacohen@cbe.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{47919C6C-812E-48E5-80E2-E042D59F08C0},POINT (-113.9447324 50.9170989),4,3,139,8,247
Foundations for the Future Charter Academy Charter School Society,FFCA South High School Campus,315 86th Avenue SE,T2H1Z2,Calgary,AB,(587) 794-4250,,wanda.amundson@ffca-calgary.com,Junior High/Senior High,N,N,N,Y,Y,{1DBD6BB2-7E7D-40BC-8657-0EC69876976D},POINT (-114.0650625 50.9753211),10,3,174,5,81
The Calgary Roman Catholic Separate School Division,St. Gianna School,800 Auburn Bay Blvd SE,T3M0H7,Calgary,AB,(403) 500-2135,,stgianna@cssd.ab.ca,Elementary,N,N,Y,N,N,{EB0C9140-8240-4709-8080-35109D768914},POINT (-113.968031 50.8955137),4,3,95,8,217
Foundations for the Future Charter Academy Charter School Society,South Middle School Campus,8710 Ancourt Rd. SE,T2H1V2,Calgary,AB,(403) 259-3175,,,Elementary/Junior High,N,N,Y,Y,N,{A9872A41-2B48-401D-8EFE-DF422156DEB8},POINT (-114.053305 50.9752902),10,3,174,5,81
The Calgary School Division,Pineridge School,1927  61 St NE,T1Y4W6,Calgary,AB,(403) 777-6750,,pineridge@cbe.ab.ca,Elementary,N,N,Y,N,N,{79770FF8-A761-494A-9F4B-84096665362D},POINT (-113.9452293 51.0703248),9,4,36,3,294
The Calgary School Division,Douglasdale School,400 Douglas Park Blvd SE,T2Z4A3,Calgary,AB,(403) 777-6177,,douglasdale@cbe.ab.ca,Elementary,N,N,Y,N,N,{85065A6C-4096-4B9F-9450-4497548BD6A2},POINT (-113.9826488 50.935263),4,3,268,13,124
North Point School for Boys,North Point School - DSEPS,2445 23 Ave SW,T2T0W3,Calgary,AB,(403) 744-5214,,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{ACC2CD8F-04AB-4E20-A1F7-685E833E7FF0},POINT (-114.1174839 51.0325564),14,1,181,2,282
The Calgary School Division,James Short Memorial School,6333  5 Ave SE,T2A3V7,Calgary,AB,(403) 777-8170,,jamesshortmemorial@cbe.ab.ca,Elementary,N,N,Y,N,N,{F98C57EB-47FD-489B-B6BB-F7F9E76A9863},POINT (-113.9427983 51.0478605),12,3,30,11,244
Banbury Crossroads School,Banbury Crossroads School,B1 #201  2451 Dieppe Avenue S.W.,T3E7K1,Calgary,AB,(403) 270-7787,,general@banburycrossroads.com,Elementary/Junior High/Senior High,N,N,Y,Y,Y,{2E1DB0AB-F66D-410E-900E-974D6574AA3A},POINT (-114.1190388 51.0192866),8,1,199,2,50
The Calgary Roman Catholic Separate School Division,Monsignor J. J. O'Brien,99 Bridlewood Road SW,T2Y4J5,Calgary,AB,(403) 500-2104,,msgrobrien@cssd.ab.ca,Elementary/Junior High,N,N,Y,Y,N,{080F7B9B-2023-4975-8090-355213EFA687},POINT (-114.1038587 50.9015663),5,1,138,6,283
The Calgary School Division,Briar Hill School,1233  21 St NW,T2N2L8,Calgary,AB,(403) 777-6140,,briarhill@cbe.ab.ca,Elementary,N,N,Y,N,N,{41333B6A-516F-4FF1-952A-A134A080B3FF},POINT (-114.1114185 51.0631133),7,2,152,7,182
STEM Innovation Academy Society,STEM Innovation Academy High School,3636 Research Road NW,T2L2K7,Calgary,AB,(587) 943-2499,,info@stemia.ca,Senior High,N,N,N,N,Y,{B5940CB0-5CB1-4D20-9110-75DB7BDABAA9},POINT (-114.1309301 51.084563),13,2,269,9,127
